REF,status,PaperYear,Title,PaperAuthor,Journal,Animal,Family,Species,ClimaticZone,Climatic ,Habitat,LifeStage,WildType,Development,CO2Treatment,TempTreatment,Stressor ,CO2ppmC,CO2ppmCS.E.,CO2ppmC S.D.,pH scale,pH C,pH C S.E.,pH C S.D.,CO2ppmI,CO2ppmI S.E.,CO2ppmI S.D.,Ph I,Ph I S.E.,Ph I S.D.,TempC,TempC S.E.,TempC S.D.,TempI,TempI S.E.,TempI S.D.,DiffpCO2,DiffT,Other Factor,Metric,TransformedMetric,Metric Type,Unit,Category,Level,ControlMean,ControlMeanTransformed,ControlSE,ControlN,TreatmentMean,TreatmentMeanTransformed ,TreatmentSE,TreatmentN,AcclimationDays,NbTank,ei,vei,Note,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,12.31,12.310300,0.83,5,12.10,12.1034000,1.24,5,24,6,-0.017,0.0150,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,5.69,5.689600,0.62,5,5.60,5.5962000,0.40,5,24,6,-0.017,0.0171,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.28,0.278760,0.02,5,0.28,0.2787600,0.02,5,24,6,0.000,0.0116,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,5.69,5.689600,0.62,5,5.69,5.6896000,0.21,5,24,6,0.000,0.0132,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.66,7.655170,1.03,5,7.76,7.7586000,0.83,5,24,6,0.013,0.0296,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Montipora monasteriata,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.37,0.365200,0.07,5,0.37,0.3739000,0.07,5,24,6,0.024,0.0665,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,5.69,5.689600,0.62,5,5.90,5.8965000,0.31,5,24,6,0.036,0.0147,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,5.69,5.689600,0.62,5,5.90,5.8965000,0.41,5,24,6,0.036,0.0168,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.14,7.137900,0.52,5,7.55,7.5517000,0.41,5,24,6,0.056,0.0083,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.24,0.243470,0.03,5,0.26,0.2608000,0.03,5,24,6,0.069,0.0293,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.24,0.243470,0.03,5,0.27,0.2652000,0.05,5,24,6,0.085,0.0501,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.14,7.137900,0.52,5,7.86,7.8620000,0.52,5,24,6,0.097,0.0096,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.14,7.137900,0.52,5,8.38,8.3793000,0.72,5,24,6,0.160,0.0127,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.14,7.137900,0.52,5,8.38,8.3793000,0.62,5,24,6,0.160,0.0107,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,5.69,5.689600,0.62,5,6.72,6.7241000,0.62,5,24,6,0.167,0.0204,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Tissue biomass,growth rate,positive,mg/cm2,Growth,Individual level,7.14,7.137900,0.52,5,9.21,9.2069000,0.31,5,24,6,0.255,0.0064,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.58,0.576106,0.10,5,0.75,0.7460100,0.11,5,24,6,0.258,0.0478,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Acroporidae,Acropora millepora,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.23,0.225660,0.06,5,0.30,0.3000000,0.05,5,24,6,0.285,0.1108,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Dendrophylliidae,Turbinaria reniformis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,NA,Symbiont density,Symbiont density,ambiguous,x10^3 cells/cm2,Physiology,Individual level,0.58,0.576106,0.10,5,0.78,0.7778760,0.13,5,24,6,0.300,0.0544,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,732,22,NA,7.98,0.01,NA,26.5,0.0,NA,26.6,0.0,NA,368,0.2,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.075000,0.01,5,0.11,0.1104000,0.03,5,24,6,0.387,0.0916,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,616,24,NA,7.89,0.01,NA,26.5,0.0,NA,28.5,0.0,NA,252,2.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.075000,0.01,5,0.14,0.1395000,0.03,5,24,6,0.621,0.0435,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,NO,YES,T,364,10,NA,total,8.07,0.01,NA,401,17,NA,8.04,0.01,NA,26.5,0.0,NA,29.3,0.0,NA,36,2.9,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.075000,0.01,5,0.14,0.1416000,0.02,5,24,6,0.636,0.0332,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,YES,TpH,364,10,NA,total,8.07,0.01,NA,750,26,NA,7.81,0.01,NA,26.5,0.0,NA,28.9,0.0,NA,386,2.5,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.075000,0.01,5,0.15,0.1500000,0.02,5,24,6,0.693,0.0236,,,,,,
190,in,2013,,"Schoepf V, Grottoli AG, Warner ME, Cai WJ, Melman TF, Hoadley KD, Pettay DT, Hu X, Li Q, Xu H, Wang Y, Matsui Y, Baumann JH",Plos One,Cnidaria,Pocilloporidae,Pocillopora damicornis,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,benthic,ADULT,NO,LARVAL,YES,NO,pH,364,10,NA,total,8.07,0.01,NA,598,19,NA,7.90,0.01,NA,26.5,0.0,NA,26.4,0.0,NA,234,-0.1,second half,Calcification rate,Calcification rate,positive,mg/day/cm2,Calcification,Individual level,0.08,0.075000,0.01,5,0.16,0.1562000,0.02,5,24,6,0.734,0.0329,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,NO,pH,406,NA,NA,NBS,8.11,NA,NA,1238,NA,NA,7.65,NA,NA,6.7,0.2,NA,6.7,0.2,NA,832,0.0,Stage IV,Larval stage,Life-stage,ambiguous,%,Development,Population level,63.51,63.510000,4.96,33,14.86,14.8600000,9.46,21,16,8,-1.453,0.4114,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,NO,YES,T,406,NA,NA,NBS,8.11,NA,NA,443,NA,NA,8.08,NA,NA,6.7,0.2,NA,9.5,0.1,NA,37,2.8,NA,Time to first hatch,Developmental time,ambiguous,days,Development,Individual level,17.82,17.820000,1.14,74,14.50,14.5000000,0.95,74,14,8,-0.206,0.0084,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,406,NA,NA,NBS,8.11,NA,NA,1449,NA,NA,7.60,NA,NA,6.7,0.2,NA,9.5,0.1,NA,1043,2.8,NA,Time to first hatch,Developmental time,ambiguous,days,Development,Individual level,17.82,17.820000,1.14,74,14.50,14.5000000,0.95,74,14,8,-0.206,0.0084,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,NO,pH,406,NA,NA,NBS,8.11,NA,NA,1238,NA,NA,7.65,NA,NA,6.7,0.2,NA,6.7,0.2,NA,832,0.0,NA,Time to first hatch,Developmental time,ambiguous,days,Development,Individual level,17.82,17.820000,1.14,74,16.30,16.3000000,1.42,74,16,8,-0.089,0.0117,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,NO,pH,406,NA,NA,NBS,8.11,NA,NA,1238,NA,NA,7.65,NA,NA,6.7,0.2,NA,6.7,0.2,NA,832,0.0,Stage IV,Oxygen consumption,Oxygen consumption rate,ambiguous,nmolO2/h/mg DW,Routine respiration,Individual level,50.09,50.090000,2.16,9,48.28,48.2800000,3.25,7,16,8,-0.037,0.0064,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,406,NA,NA,NBS,8.11,NA,NA,1449,NA,NA,7.60,NA,NA,6.7,0.2,NA,9.5,0.1,NA,1043,2.8,NA,Hatching success,developmental success,positive,%,Survival,Population level,98.74,98.740000,0.93,23,95.20,95.2000000,1.00,23,14,8,-0.037,0.0002,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,NO,YES,T,406,NA,NA,NBS,8.11,NA,NA,443,NA,NA,8.08,NA,NA,6.7,0.2,NA,9.5,0.1,NA,37,2.8,NA,Hatching success,developmental success,positive,%,Survival,Population level,98.74,98.740000,0.93,23,97.00,97.0000000,0.97,23,14,8,-0.018,0.0002,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,NO,pH,406,NA,NA,NBS,8.11,NA,NA,1238,NA,NA,7.65,NA,NA,6.7,0.2,NA,6.7,0.2,NA,832,0.0,NA,Hatching success,developmental success,positive,%,Survival,Population level,98.74,98.740000,0.93,23,98.70,98.7000000,0.30,23,16,8,0.000,0.0001,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,406,NA,NA,NBS,8.11,NA,NA,1449,NA,NA,7.60,NA,NA,6.7,0.2,NA,9.5,0.1,NA,1043,2.8,Stage IV,Larval stage,Life-stage,ambiguous,%,Development,Population level,63.51,63.510000,4.96,33,63.96,63.9600000,9.91,24,16,8,0.007,0.0301,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,406,NA,NA,NBS,8.11,NA,NA,1449,NA,NA,7.60,NA,NA,6.7,0.2,NA,9.5,0.1,NA,1043,2.8,Stage IV,Oxygen consumption,Oxygen consumption rate,ambiguous,nmolO2/h/mg DW,Routine respiration,Individual level,50.09,50.090000,2.16,9,55.85,55.8500000,6.07,7,16,8,0.109,0.0137,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,NO,YES,T,406,NA,NA,NBS,8.11,NA,NA,443,NA,NA,8.08,NA,NA,6.7,0.2,NA,9.5,0.1,NA,37,2.8,Stage IV,Larval stage,Life-stage,ambiguous,%,Development,Population level,63.51,63.510000,4.96,33,72.92,72.9200000,5.00,27,16,8,0.138,0.0108,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,NO,YES,T,406,NA,NA,NBS,8.11,NA,NA,443,NA,NA,8.08,NA,NA,6.7,0.2,NA,9.5,0.1,NA,37,2.8,Stage IV,Oxygen consumption,Oxygen consumption rate,ambiguous,nmolO2/h/mg DW,Routine respiration,Individual level,50.09,50.090000,2.16,9,58.37,58.3700000,4.33,9,16,8,0.153,0.0074,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,NO,pH,406,NA,NA,NBS,8.11,NA,NA,1238,NA,NA,7.65,NA,NA,6.7,0.2,NA,6.7,0.2,NA,832,0.0,Stage IV,number of artemia eaten,Feeding,ambiguous,ind/h,Behavior,Individual level,2.78,2.780000,0.30,33,3.25,3.2500000,0.30,21,16,8,0.156,0.0202,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,NO,YES,T,406,NA,NA,NBS,8.11,NA,NA,443,NA,NA,8.08,NA,NA,6.7,0.2,NA,9.5,0.1,NA,37,2.8,Stage IV,number of artemia eaten,Feeding,ambiguous,ind/h,Behavior,Individual level,2.78,2.780000,0.30,33,3.68,3.6800000,0.25,27,16,8,0.280,0.0163,,,,,,
191,in,2013,,"Arnberg M, Calosi P, Spicer JI, Tandberg AHS, Nilsen M, Westerlund S, Bechmann RK",Marine Biology,Arthropoda,Pandalidae,Pandalus Borealis,Polar,Polar,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,406,NA,NA,NBS,8.11,NA,NA,1449,NA,NA,7.60,NA,NA,6.7,0.2,NA,9.5,0.1,NA,1043,2.8,Stage IV,number of artemia eaten,Feeding,ambiguous,ind/h,Behavior,Individual level,2.78,2.780000,0.30,33,4.06,4.0600000,0.87,24,16,8,0.379,0.0576,,,,,,
192,in,2015,,"Baragi LV, Anil AC",Journal of Experimental Marine Biology and Ecology,Arthropoda,Balanidae,Balanus amphitrite,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,416,NA,31,NA,NA,NA,NA,781,NA,22,NA,NA,NA,29.8,NA,0.2,33.9,NA,0.4,365,4.1,non-acclimated food,Mortality,Survival,positive,%,Survival,Population level,20.17,79.830000,4.36,3,79.83,20.1700000,3.15,3,4,3,-1.376,0.0274,,,,,,
192,in,2015,,"Baragi LV, Anil AC",Journal of Experimental Marine Biology and Ecology,Arthropoda,Balanidae,Balanus amphitrite,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,NO,YES,T,416,NA,31,NA,NA,NA,NA,412,NA,9,NA,NA,NA,29.8,NA,0.2,33.9,NA,0.4,-4,4.1,non-acclimated food,Mortality,Survival,positive,%,Survival,Population level,20.17,79.830000,4.36,3,59.66,40.3400000,5.34,3,5,3,-0.683,0.0205,,,,,,
192,in,2015,,"Baragi LV, Anil AC",Journal of Experimental Marine Biology and Ecology,Arthropoda,Balanidae,Balanus amphitrite,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,YES,YES,TpH,416,NA,31,NA,NA,NA,NA,781,NA,22,NA,NA,NA,29.8,NA,0.2,33.9,NA,0.4,365,4.1,"non-acclimated food, cyprid instar",Metamorphosis,Metamorphosis,positive,%,Development,Population level,54.85,54.850000,3.64,3,37.01,37.0100000,5.46,3,8,3,-0.393,0.0262,,,,,,
192,in,2015,,"Baragi LV, Anil AC",Journal of Experimental Marine Biology and Ecology,Arthropoda,Balanidae,Balanus amphitrite,"Tropical, Indo-Pacific, Great Barrier Reef",Tropical,pelagic,LARVA,YES,LARVAL,NO,YES,T,416,NA,31,NA,NA,NA,NA,412,NA,9,NA,NA,NA,29.8,NA,0.2,33.9,NA,0.4,-4,4.1,"non-acclimated food, cyprid instar",Metamorphosis,Metamorphosis,positive,%,Development,Population level,54.85,54.850000,3.64,3,43.04,43.0400000,5.31,3,9,3,-0.242,0.0196,,,,,,
